Name,Month,Year,Sale Amount
Glen,March,2003,4263
Glen,March,2020,2248
Lewis,November,2002,678
Chester,May,2008,4454
Curtis,August,2014,1998
Milton,November,2012,315
Jimmie,August,2007,988
Douglas,July,2014,3654
Gene,August,2005,1139
Hugh,April,2008,6288
Claude,February,2006,2825
Milton,September,2007,2574
Gilbert,August,2020,3659
Don,April,2011,2871
Cecil,November,2015,6794
Victor,August,2014,2314
Bobby,June,2015,4764
Jimmie,February,2000,2284
Allen,August,2001,6795
Jose,March,2003,375
Wallace,May,2019,1781
Everett,June,2019,7346
Bob,January,2008,6161
Eddie,January,2015,1459
Rudolph,April,2000,6826
Roland,January,2006,5525
Virgil,November,2018,539
Martin,April,2001,891
Jimmie,February,2016,1898
Jerome,July,2020,6454
Oscar,March,2014,2471
Curtis,January,2002,1298
Lee,May,2016,2408
Bob,May,2018,5357
Homer,October,2020,4283
Martin,October,2000,3443
Chester,August,2012,5985
Junior,May,2006,522
Jimmie,January,2004,2090
Manuel,February,2019,6513
Wallace,May,2015,2005
Claude,November,2001,1546
Dale,January,2015,321
Ronald,April,2000,7810
Dale,April,2018,6071
Virgil,November,2008,2469
Chester,January,2001,4655
Harvey,July,2004,3813
Jerry,February,2007,7309
Jose,May,2002,6485
Benjamin,June,2011,2200
Martin,January,2019,5494
Gilbert,June,2000,472
Lewis,March,2015,1051
Junior,March,2014,2385
Hugh,November,2012,1515
Gilbert,May,2017,6926
Hugh,October,2005,933
Marion,March,2017,1977
Lewis,May,2019,7413
Cecil,May,2018,2489
Curtis,January,2002,6992
Jessie,October,2017,3574
Bruce,February,2000,4438
Jimmie,October,2014,6583
Milton,March,2004,5428
Milton,October,2016,3609
Ronald,June,2009,3280
Lewis,May,2005,2170
Chester,April,2001,4891
Junior,July,2011,4223
Willard,June,2014,1422
Lee,May,2014,3499
Bruce,June,2020,6738
Virgil,September,2018,1364
Roland,January,2012,7869
Jerry,September,2014,6340
Sam,August,2001,827
Chester,March,2013,6171
Everett,October,2014,7836
Bruce,April,2015,5370
Virgil,June,2010,1654
Sam,February,2017,7448
Wilbur,March,2014,5076
Claude,January,2006,7710
Marion,September,2004,4561
Roger,June,2016,638
Gilbert,July,2017,426
Eddie,February,2000,3171
Gene,April,2006,7552
Don,April,2018,3338
Lewis,March,2010,859
Leslie,August,2014,5812
Johnnie,January,2018,3925
Victor,July,2010,7668
Oscar,February,2020,5813
Chester,June,2002,4380
Gene,July,2018,4784
Johnnie,October,2003,837
Jessie,September,2012,4745
Marion,November,2015,2638
Douglas,October,2000,1792
Dale,March,2001,3390
Douglas,August,2001,350
Lee,May,2019,2560
Lewis,March,2007,4471
Glen,October,2012,3750
Roland,April,2006,3047
Jesse,October,2012,5683
Wilbur,July,2013,3192
Edgar,October,2013,2416
Jimmie,October,2014,1966
Jessie,July,2019,3270
Bobby,August,2004,3109
Claude,April,2011,3219
Dale,September,2004,1624
Jerome,June,2014,2117
Lewis,May,2009,1169
Jerry,April,2000,1289
Lee,November,2001,522
Bobby,November,2017,1870
Lewis,July,2002,7197
Jose,January,2018,3290
Ronald,October,2002,7290
Roger,May,2006,1959
Jimmie,October,2010,1015
Wilbur,August,2000,398
Edgar,April,2011,4986
Douglas,June,2015,3249
Wilbur,February,2000,4899
Junior,September,2010,3500
Benjamin,February,2011,4537
Gene,January,2008,1043
Allen,April,2008,257
Sam,January,2011,1884
Everett,January,2016,1416
Roland,March,2016,2004
Wilbur,September,2017,1874
Jessie,September,2006,5498
Rudolph,January,2012,1784
Jimmie,September,2003,2266
Rudolph,March,2019,7699
Gilbert,January,2005,4846
Bobby,March,2010,2561
Chester,April,2009,2129
Edgar,July,2004,5858
Oscar,January,2020,333
Victor,March,2005,1023
Homer,October,2018,6512
Charlie,January,2018,4928
Oscar,November,2020,439
Glen,June,2008,2503
Charlie,October,2006,6625
Jerry,January,2015,2331
Curtis,April,2020,3051
Johnnie,February,2015,1276
Marion,April,2005,179
Jerry,March,2008,5606
Oscar,October,2019,4092
Gene,January,2012,7234
Victor,January,2013,5347
Virgil,May,2007,3379
Glen,April,2011,3054
Jose,July,2012,7392
Harvey,October,2008,1516
Johnnie,June,2012,5603
Roger,March,2001,6996
Lewis,February,2008,174
Harvey,August,2019,7496
Everett,August,2017,2519
Claude,November,2009,5107
Bob,March,2013,7413
Dale,October,2011,5436
Roland,March,2002,7597
Wilbur,April,2014,876
Harvey,June,2007,5361
Gilbert,November,2018,4401
Chester,June,2019,934
Jerome,August,2016,7629
Jesse,June,2000,820
Benjamin,May,2020,6544
Douglas,June,2005,164
Bobby,September,2003,3214
Everett,February,2000,5935
Manuel,April,2012,7824
Bruce,September,2013,3058
Everett,February,2003,3192
Bobby,November,2005,3770
Hugh,November,2015,1843
Maurice,April,2007,6659
Maurice,August,2014,4450
Allen,September,2000,4686
Leslie,January,2008,3499
Bruce,July,2002,4521
Jesse,May,2012,493
Virgil,May,2010,1167
Don,April,2006,2341
Jesse,April,2005,4875
Martin,April,2008,7073
Chester,August,2012,5590
Arnold,April,2004,1844
Johnnie,April,2020,1845
Charlie,May,2004,5938
Roger,July,2000,6047
Rudolph,May,2016,5116
Willard,March,2010,7857
Sam,June,2010,3279
Homer,January,2000,5779
Milton,April,2011,444
Hugh,June,2004,1250
Milton,January,2001,7238
Arnold,July,2010,6319
Claude,May,2006,3854
Jesse,March,2013,7932
Hugh,July,2016,1693
Gene,October,2000,3792
Glen,August,2004,7705
Lee,July,2011,3824
Johnnie,November,2005,5048
Victor,July,2019,5455
Leslie,January,2007,6404
Lee,September,2007,3196
Cecil,March,2012,760
Oscar,March,2004,6856
Sam,February,2010,172
Rudolph,August,2004,4091
Marion,February,2008,5006
Martin,January,2019,5820
Hugh,February,2003,7827
Ronald,April,2008,7549
Edgar,October,2011,7239
Martin,January,2004,2596
Johnnie,June,2006,2157
Eddie,November,2013,1998
Roland,November,2015,6447
Leslie,February,2008,3619
Everett,November,2000,5382
Homer,January,2018,4232
Hugh,February,2009,1168
Lee,November,2006,6048
Martin,November,2003,7962
Jesse,September,2018,3003
Edgar,May,2004,457
Jerry,January,2001,949
Bobby,May,2016,5834
Ronald,April,2016,2633
Oscar,August,2019,5605
Virgil,September,2007,3286
Chester,April,2000,1360
Milton,February,2009,180
Roland,October,2001,6584
Homer,July,2009,7386
Claude,January,2011,4454
Jerome,October,2018,7480
Jerome,October,2016,2795
Don,September,2005,4080
Marion,March,2017,4116
Junior,July,2017,4123
Manuel,February,2012,7428
Everett,May,2000,1646
Gene,January,2008,3758
Lee,April,2018,5595
Roger,March,2018,4533
Oscar,July,2015,7787
Glen,August,2018,2505
Victor,August,2019,1958
Bobby,April,2014,6077
Bruce,March,2014,7834
Ronald,April,2007,7703
Douglas,September,2011,6208
Chester,October,2017,2274
Jerry,November,2013,5829
Junior,August,2004,2518
Chester,July,2017,3389
Junior,January,2010,4014
Bruce,March,2015,7191
Bobby,February,2018,5241
Eddie,September,2006,329
Gilbert,October,2004,1015
Maurice,September,2014,3753
Wilbur,September,2018,6633
Bob,February,2008,1251
Cecil,July,2000,1561
Douglas,May,2010,4766
Martin,March,2020,7417
Martin,April,2020,435
Jimmie,July,2011,2034
Edgar,April,2019,1502
Roland,July,2000,6297
Arnold,August,2009,3466
Willard,March,2006,6759
Edgar,September,2020,2936
Bob,February,2001,5537
Wilbur,January,2020,6304
Everett,February,2016,2765
Glen,May,2004,1920
Douglas,July,2002,7706
Milton,July,2014,1821
Jimmie,July,2018,2543
Wallace,January,2016,957
Everett,November,2019,4548
Edgar,October,2012,6281
Charlie,April,2017,353
Junior,June,2020,2140
Willard,June,2004,6871
Cecil,March,2000,5216
Bob,November,2006,6262
Everett,January,2003,2449
Junior,June,2006,5076
Everett,October,2008,1404
Jimmie,May,2013,7920
Manuel,March,2015,4015
Victor,June,2008,7526
Chester,January,2009,4092
Lewis,October,2002,7540
Bruce,March,2002,4542
Gene,July,2003,2422
Maurice,May,2010,6288
Gene,November,2020,7059
Bobby,January,2001,5124
Dale,July,2006,1693
Jesse,April,2020,1953
Jessie,January,2009,2886
Jessie,January,2014,3986
Johnnie,September,2019,7268
Jessie,May,2006,6640
Oscar,March,2012,7158
Wallace,July,2002,4310
Johnnie,November,2006,5547
Benjamin,September,2000,7965
Sam,January,2010,1052
Martin,January,2001,5307
Don,September,2006,3664
Wilbur,October,2002,5974
Claude,May,2011,6037
Gene,September,2005,2615
Gene,February,2016,1042
Milton,October,2017,2768
Eddie,October,2016,7348
Wallace,March,2009,1703
Benjamin,January,2006,7289
Bobby,February,2012,6645
Wilbur,January,2018,6522
Benjamin,October,2008,6975
Everett,May,2003,5568
Allen,February,2002,1769
Jimmie,April,2012,4064
Manuel,June,2017,4722
Jerome,September,2019,1002
Cecil,November,2002,3490
Allen,June,2003,5782
Rudolph,October,2005,6823
Glen,October,2017,4465
Virgil,February,2009,2681
Milton,July,2000,6408
Maurice,August,2001,2597
Wilbur,March,2018,4091
Leslie,July,2020,2576
Martin,November,2004,2894
Arnold,August,2009,3254
Charlie,July,2015,3116
Ronald,January,2007,6516
Benjamin,March,2007,3282
Arnold,May,2019,7658
Jessie,June,2014,4002
Chester,February,2004,7883
Junior,July,2011,5109
Victor,August,2004,5686
Bob,March,2007,639
Victor,November,2014,1686
Glen,May,2012,7843
Jerome,April,2005,1390
Cecil,January,2005,5325
Allen,October,2018,7743
Leslie,February,2018,3712
Gene,March,2012,4268
Homer,September,2013,5702
Claude,September,2012,2959
Lewis,February,2010,5855
Willard,January,2000,579
Everett,August,2019,6531
Edgar,February,2015,2938
Bobby,March,2018,944
Jerome,July,2012,1826
Marion,October,2002,7023
Rudolph,September,2011,5971
Maurice,July,2011,4427
Jose,August,2006,7470
Hugh,September,2010,6598
Gilbert,January,2001,2383
Cecil,September,2019,6769
Everett,June,2019,3375
Willard,June,2006,615
Milton,February,2010,2636
Leslie,November,2003,3579
Eddie,February,2002,6284
Roland,March,2007,7557
Jose,June,2004,2692
Jose,March,2014,1366
Jessie,January,2008,640
Jose,January,2020,6325
Claude,November,2018,1184
Don,February,2008,3274
Jesse,June,2004,1472
Eddie,May,2018,4785
Claude,October,2019,6927
Hugh,April,2002,6341
Glen,August,2015,3935
Everett,April,2000,4927
Eddie,July,2014,5568
Charlie,September,2017,5431
Hugh,October,2010,1612
Douglas,November,2014,2622
Curtis,November,2005,4413
Curtis,October,2011,3545
Jerry,April,2000,4760
Manuel,February,2017,3815
Jerome,September,2015,1872
Jerome,January,2012,4859
Eddie,September,2012,662
Gilbert,February,2020,1928
Roger,August,2003,4559
Roger,February,2010,1789
Sam,November,2003,2055
Roger,May,2007,5054
Roger,November,2011,2477
Homer,June,2010,3639
Junior,October,2016,4140
Milton,June,2006,7940
Wallace,February,2009,387
Glen,November,2010,4313
Curtis,January,2007,336
Manuel,March,2001,5012
Benjamin,October,2020,384
Willard,October,2017,7500
Charlie,November,2004,6958
Hugh,April,2015,6125
Jerome,June,2015,1205
Cecil,June,2010,1920
Bobby,April,2010,4785
Glen,May,2004,4400
Leslie,February,2003,6956
Bob,March,2017,5692
Benjamin,October,2011,2887
Johnnie,October,2006,6953
Curtis,September,2018,2957
Bob,October,2020,2846
Homer,February,2001,6165
Oscar,August,2015,3093
Junior,November,2019,3510
Cecil,April,2014,6192
Eddie,April,2019,5357
Bobby,July,2020,580
Harvey,October,2002,3144
Wallace,February,2008,5810
Jimmie,November,2010,6572
Jerry,April,2009,3918
Oscar,May,2015,4031
Don,April,2003,500
Homer,October,2005,7587
Douglas,July,2014,646
Claude,July,2016,246
Glen,March,2019,2300
Arnold,April,2000,1749
Ronald,September,2007,482
Leslie,June,2015,4796
Bob,February,2006,4481
Gene,August,2006,229
Rudolph,September,2020,1391
Jose,April,2000,7654
Glen,February,2014,3979
Allen,June,2008,335
Roland,April,2001,6549
Marion,October,2006,1636
Milton,July,2011,3573
Cecil,April,2013,7624
Glen,May,2013,7656
Bruce,September,2008,5628
Willard,May,2007,251
Lewis,September,2001,1633
Martin,October,2013,4388
Oscar,September,2014,4878
Jerry,September,2004,2667
Cecil,June,2011,2161
Roland,February,2019,7728
Roger,March,2011,5099
Jerry,July,2011,3919
Jerry,August,2019,266
Hugh,September,2012,4078
Eddie,September,2007,2347
Claude,March,2013,6652
Benjamin,April,2011,2918
Jimmie,July,2008,1117
Gene,February,2011,2727
Bob,January,2014,558
Martin,June,2018,5800
Victor,October,2010,7407
Arnold,September,2010,4128
Martin,January,2015,3075
Martin,February,2015,3273
Jerome,February,2010,6483
Glen,August,2006,4743
Maurice,January,2014,1737
Jose,May,2006,422
Wallace,May,2004,2394
Roger,June,2002,477
Sam,February,2008,3257
Ronald,April,2008,5615
Roland,August,2020,3808
Jimmie,May,2019,6384
Gene,June,2006,3884
Virgil,March,2017,4640
Arnold,April,2002,2223
Glen,October,2007,4567
Douglas,May,2014,6290
Cecil,July,2017,4729
Dale,March,2006,6277
Gene,September,2006,6082
Jerome,October,2005,158
Homer,February,2016,6164
Johnnie,March,2001,6188
Benjamin,September,2001,666
Edgar,August,2001,3189
Jerry,March,2014,253
Edgar,June,2004,5073
Allen,March,2009,1862
Lee,June,2016,6373
Chester,April,2004,6469
Wilbur,October,2002,5988
Wallace,March,2002,7485
Sam,March,2015,6450
Curtis,November,2011,4988
Wilbur,May,2007,261
Charlie,July,2018,4221
Gene,October,2003,6348
Arnold,June,2003,4566
Jimmie,November,2004,6579
Benjamin,October,2002,1732
Jessie,June,2013,4062
Leslie,October,2003,4175
Hugh,October,2020,688
Wilbur,May,2015,1139
Gilbert,June,2011,2944
Lee,February,2005,1795
Victor,August,2009,618
Roland,June,2012,6031
Bruce,July,2010,2342
Rudolph,June,2017,7222
Jessie,May,2018,5059
Lewis,May,2007,1021
Edgar,September,2009,2861
Jessie,January,2008,1230
Martin,January,2018,4576
Harvey,November,2003,7414
Cecil,May,2007,6740
Bobby,August,2006,2408
Benjamin,January,2008,4379
Jose,October,2003,7274
Homer,August,2009,1827
Lee,January,2009,245
Victor,August,2019,6733
Benjamin,September,2011,6285
Lee,March,2016,6361
Martin,June,2000,2448
Chester,May,2007,3034
Jerome,November,2012,5055
Victor,May,2002,2454
Claude,February,2004,3500
Maurice,February,2010,906
Oscar,September,2006,571
Eddie,April,2013,1233
Roger,July,2011,2571
Junior,August,2019,2734
Wilbur,November,2005,7897
Roger,March,2008,884
Jimmie,May,2004,486
Bobby,November,2006,2827
Allen,November,2014,7927
Wallace,November,2008,3312
Junior,March,2017,2609
Martin,August,2007,7057
Roger,September,2014,4764
Dale,July,2017,3587
Wilbur,May,2006,580
Rudolph,April,2006,5552
Dale,June,2002,6692
Harvey,February,2014,1004
Chester,October,2019,6112
Marion,January,2003,7784
Junior,November,2007,7576
Leslie,June,2010,1077
Jose,January,2009,3889
Jerome,August,2016,6984
Gene,October,2018,1637
Rudolph,August,2006,6580
Jesse,November,2016,6059
Ronald,March,2013,7303
Jerome,March,2007,6007
Jose,February,2019,2485
Jimmie,April,2015,788
Ronald,August,2018,1452
Gene,May,2012,6630
Victor,September,2009,523
Manuel,January,2011,6701
Gilbert,September,2009,4667
Harvey,March,2014,5350
Chester,January,2016,6267
Junior,February,2016,2699
Jimmie,November,2003,3694
Cecil,July,2001,3667
Roland,May,2018,4798
Bruce,July,2018,4403
Ronald,October,2001,4089
Ronald,June,2002,7799
Oscar,July,2012,1762
Wilbur,August,2015,470
Eddie,June,2014,5710
Claude,September,2019,3232
Sam,March,2015,2462
Marion,March,2006,2930
Edgar,July,2014,5041
Edgar,April,2006,6785
Johnnie,July,2008,4110
Wallace,February,2000,3512
Charlie,October,2018,5287
Sam,June,2004,7945
Edgar,April,2005,7670
Cecil,February,2006,4063
Lee,May,2004,744
Marion,June,2004,5130
Everett,October,2016,2283
Jerry,October,2002,4864
Gene,September,2009,2158
Lewis,February,2020,4465
Maurice,October,2017,4128
Arnold,November,2009,2279
Manuel,February,2018,4851
Chester,May,2017,289
Milton,July,2016,3566
Bob,June,2003,1477
Jerome,August,2014,435
Harvey,June,2003,6843
Charlie,July,2018,3876
Rudolph,February,2018,4881
Ronald,February,2017,6170
Eddie,September,2013,743
Everett,May,2016,283
Claude,January,2004,4674
Benjamin,June,2020,7155
Jessie,March,2014,3111
Don,February,2007,5936
Homer,August,2009,5581
Sam,April,2011,1619
Everett,September,2008,2682
Harvey,February,2014,4584
Jesse,January,2002,3663
Victor,March,2010,5717
Johnnie,April,2002,5541
Bruce,February,2006,3617
Chester,October,2009,7155
Edgar,July,2013,4862
Everett,June,2016,5980
Marion,May,2001,1494
Milton,July,2005,480
Maurice,January,2007,7743
Arnold,March,2008,5161
Junior,August,2009,7795
Virgil,June,2020,566
Bob,August,2006,402
Douglas,September,2017,3729
Hugh,January,2003,2771
Edgar,February,2018,7296
Jerome,July,2019,431
Willard,February,2006,2575
Manuel,November,2019,6823
Hugh,November,2004,3798
Cecil,April,2011,6896
Edgar,April,2004,7049
Jimmie,November,2010,3211
Gene,February,2015,7139
Oscar,September,2010,1447
Everett,August,2013,6387
Lewis,October,2017,5354
Hugh,May,2020,2102
Wallace,August,2012,4843
Curtis,February,2006,3731
Wilbur,October,2016,5775
Douglas,September,2001,6124
Harvey,August,2010,4971
Jimmie,July,2015,1687
Curtis,January,2006,2138
Milton,August,2014,6098
Gene,March,2015,7371
Edgar,July,2014,5217
Chester,August,2009,7450
Wallace,August,2006,1502
Homer,October,2012,1525
Lewis,July,2010,1291
Ronald,July,2015,5611
Edgar,February,2006,277
Curtis,April,2009,7474
Allen,March,2010,2092
Willard,November,2012,6133
Jessie,February,2002,320
Eddie,August,2012,1129
Curtis,January,2009,4414
Jesse,January,2005,2392
Hugh,September,2007,329
Don,October,2003,7091
Lewis,June,2014,1525
Victor,October,2020,654
Claude,October,2020,7879
Sam,March,2018,2888
Virgil,May,2019,3940
Harvey,August,2017,4430
Hugh,January,2019,2001
Dale,May,2019,392
Everett,February,2013,2088
Jerome,October,2000,5749
Gene,October,2017,6930
Jose,October,2013,2402
Wilbur,November,2009,716
Roland,March,2003,477
Victor,May,2000,5804
Roger,March,2003,4244
Jimmie,June,2004,7749
Sam,July,2011,7542
